Date,Open,High,Low,Close,Volume, Dividends, Stock Splits
1/22/1999,0.040128677,0.044786354,0.03559024,0.03762098,2714688000,0,0
1999-01-25 00:00:00-05:00,0.040606549,0.042039257,0.037620977,0.0415623,510480000,0,0
1999-01-26 00:00:00-05:00,0.042039257,0.042875768,0.037740215,0.038337331,343200000,0,0
1999-01-27 00:00:00-05:00,0.038456578,0.039412329,0.0363066,0.0382181,244368000,0,0
1999-01-28 00:00:00-05:00,0.038218089,0.038456568,0.037859455,0.038097933,227520000,0,0
1999-01-29 00:00:00-05:00,0.038097932,0.038218089,0.03630659,0.03630659,244032000,0,0
1999-02-01 00:00:00-05:00,0.036306595,0.037262343,0.036306595,0.037023865,154704000,0,0
1999-02-02 00:00:00-05:00,0.036306583,0.03726233,0.03308253,0.034157518,264096000,0,0
1999-02-03 00:00:00-05:00,0.033679662,0.035351764,0.033440264,0.034873888,75120000,0,0
1999-02-04 00:00:00-05:00,0.035351755,0.037740214,0.03487388,0.036784466,181920000,0,0
1999-02-05 00:00:00-05:00,0.037381594,0.038218105,0.036426761,0.03785947,136848000,0,0
1999-02-08 00:00:00-05:00,0.038097933,0.03821809,0.036545984,0.036545984,154080000,0,0
1999-02-09 00:00:00-05:00,0.03726234,0.037500821,0.034634487,0.035112362,86976000,0,0
1999-02-10 00:00:00-05:00,0.035112372,0.03606812,0.034157536,0.034754653,148224000,0,0
1999-02-11 00:00:00-05:00,0.034873884,0.039172927,0.034873884,0.037740219,132240000,0,0
1999-02-12 00:00:00-05:00,0.038218091,0.040128674,0.038218091,0.039890196,109728000,0,0
1999-02-16 00:00:00-05:00,0.04060655,0.042278655,0.03606811,0.040128674,211008000,0,0
1999-02-17 00:00:00-05:00,0.039172923,0.039650799,0.03726234,0.037978694,67728000,0,0
1999-02-18 00:00:00-05:00,0.039172926,0.039650802,0.037500824,0.038575813,70704000,0,0
1999-02-19 00:00:00-05:00,0.038218091,0.04060655,0.037740215,0.039890196,75360000,0,0
1999-02-22 00:00:00-05:00,0.04060655,0.041084426,0.037978694,0.040128674,205248000,0,0
1999-02-23 00:00:00-05:00,0.041084432,0.042875775,0.038695972,0.042039264,138096000,0,0
1999-02-24 00:00:00-05:00,0.048249811,0.05016131,0.044308487,0.045383476,612768000,0,0
1999-02-25 00:00:00-05:00,0.047294954,0.048727664,0.043233475,0.043950748,149136000,0,0
1999-02-26 00:00:00-05:00,0.044428633,0.04586134,0.041562298,0.041920017,172608000,0,0
1999-03-01 00:00:00-05:00,0.042994995,0.043950746,0.040128662,0.042159401,92160000,0,0
1999-03-02 00:00:00-05:00,0.042039257,0.042278654,0.041084425,0.041800778,55248000,0,0
1999-03-03 00:00:00-05:00,0.042039252,0.042039252,0.038695961,0.038934439,61392000,0,0
1999-03-04 00:00:00-05:00,0.040845027,0.041084424,0.037740214,0.038097933,57360000,0,0
1999-03-05 00:00:00-05:00,0.038456578,0.040367162,0.038456578,0.040247925,78768000,0,0
1999-03-08 00:00:00-05:00,0.039172924,0.042039259,0.03845657,0.040845029,75888000,0,0
1999-03-09 00:00:00-05:00,0.040725778,0.042756517,0.040725778,0.042159401,143184000,0,0
1999-03-10 00:00:00-05:00,0.042756538,0.042756538,0.040845036,0.041442152,235344000,0,0
1999-03-11 00:00:00-05:00,0.04072579,0.041442144,0.039650798,0.039650798,54288000,0,0
1999-03-12 00:00:00-05:00,0.039890191,0.039890191,0.038218086,0.038934439,90768000,0,0
1999-03-15 00:00:00-05:00,0.039890204,0.041084434,0.039650807,0.040606558,108816000,0,0
1999-03-16 00:00:00-05:00,0.040845037,0.041322913,0.038934453,0.039293088,79152000,0,0
1999-03-17 00:00:00-05:00,0.039650781,0.040367135,0.038575793,0.039531544,51360000,0,0
1999-03-18 00:00:00-05:00,0.039650797,0.040606548,0.038695965,0.040009435,46320000,0,0
1999-03-19 00:00:00-05:00,0.039890196,0.041322904,0.039890196,0.040128674,105312000,0,0
1999-03-22 00:00:00-05:00,0.040964263,0.04108442,0.038934439,0.038934439,36672000,0,0
1999-03-23 00:00:00-05:00,0.039172922,0.039172922,0.035829631,0.036545984,163968000,0,0
1999-03-24 00:00:00-05:00,0.03630659,0.036545984,0.034873879,0.03630659,60864000,0,0
1999-03-25 00:00:00-05:00,0.03618735,0.03821809,0.036068109,0.036784466,40320000,0,0
1999-03-26 00:00:00-05:00,0.037262338,0.040128673,0.037262338,0.040009435,88272000,0,0
1999-03-29 00:00:00-05:00,0.041203663,0.042159411,0.040487306,0.041203663,65952000,0,0
1999-03-30 00:00:00-05:00,0.041322908,0.041681543,0.037500825,0.037740219,69504000,0,0
1999-03-31 00:00:00-05:00,0.038934445,0.040845028,0.037143102,0.040367153,153600000,0,0
1999-04-01 00:00:00-05:00,0.040367162,0.04060656,0.038456578,0.039172933,30432000,0,0
1999-04-05 00:00:00-04:00,0.038695967,0.039650799,0.037740216,0.037978694,98640000,0,0
1999-04-06 00:00:00-04:00,0.038337335,0.038456573,0.036306595,0.037023865,69696000,0,0
1999-04-07 00:00:00-04:00,0.03726234,0.040367153,0.037023862,0.040128674,89280000,0,0
1999-04-08 00:00:00-04:00,0.040367153,0.042039259,0.039890197,0.040845029,130128000,0,0
1999-04-09 00:00:00-04:00,0.041084426,0.041084426,0.039890196,0.040128674,48624000,0,0
1999-04-12 00:00:00-04:00,0.039650792,0.039650792,0.037740209,0.038456563,33312000,0,0
1999-04-13 00:00:00-04:00,0.039172928,0.039172928,0.036306596,0.036903709,36144000,0,0
1999-04-14 00:00:00-04:00,0.036784477,0.037620987,0.035829641,0.035829641,48288000,0,0
1999-04-15 00:00:00-04:00,0.036784466,0.036784466,0.035829631,0.036784466,35856000,0,0
1999-04-16 00:00:00-04:00,0.036545986,0.03857581,0.036545986,0.037978694,38928000,0,0
1999-04-19 00:00:00-04:00,0.038456567,0.038456567,0.03582963,0.03630659,31296000,0,0
1999-04-20 00:00:00-04:00,0.036306593,0.037740216,0.035231601,0.035590239,67680000,0,0
1999-04-21 00:00:00-04:00,0.035590245,0.036306599,0.035351763,0.036187358,37488000,0,0
1999-04-22 00:00:00-04:00,0.036306579,0.036306579,0.034276756,0.034634475,227184000,0,0
1999-04-23 00:00:00-04:00,0.034515243,0.034634484,0.032723901,0.032963295,126048000,0,0
1999-04-26 00:00:00-04:00,0.032963296,0.033440256,0.030573921,0.031291194,123504000,0,0
1999-04-27 00:00:00-04:00,0.032007538,0.034873869,0.031529663,0.034634475,226944000,0,0
1999-04-28 00:00:00-04:00,0.034873884,0.034873884,0.033321019,0.034396011,120096000,0,0
1999-04-29 00:00:00-04:00,0.034515249,0.03463449,0.033679657,0.034396011,48144000,0,0
1999-04-30 00:00:00-04:00,0.03475465,0.036306599,0.034515253,0.034873888,99312000,0,0
1999-05-03 00:00:00-04:00,0.0352316,0.0352316,0.034157527,0.035112362,33840000,0,0
1999-05-04 00:00:00-04:00,0.035112364,0.035112364,0.032485426,0.03320178,96048000,0,0
1999-05-05 00:00:00-04:00,0.033440263,0.033918139,0.031529679,0.033918139,144576000,0,0
1999-05-06 00:00:00-04:00,0.033679653,0.034396007,0.032246026,0.033261396,35616000,0,0
1999-05-07 00:00:00-04:00,0.032246014,0.033679641,0.032246014,0.033440243,25008000,0,0
1999-05-10 00:00:00-04:00,0.033201765,0.034157513,0.033201765,0.033440243,19680000,0,0
1999-05-11 00:00:00-04:00,0.034873875,0.036306586,0.034157521,0.035231594,171744000,0,0
1999-05-12 00:00:00-04:00,0.035590236,0.036426746,0.03511236,0.03630659,168480000,0,0
1999-05-13 00:00:00-04:00,0.03630659,0.037262338,0.036187349,0.03630659,69936000,0,0
1999-05-14 00:00:00-04:00,0.036306595,0.036306595,0.033918136,0.034396011,28464000,0,0
1999-05-17 00:00:00-04:00,0.033918138,0.036068115,0.033798897,0.036068115,35760000,0,0
1999-05-18 00:00:00-04:00,0.036426752,0.038218095,0.03535176,0.037740219,151536000,0,0
1999-05-19 00:00:00-04:00,0.039412326,0.040845034,0.035471002,0.036068115,451728000,0,0
1999-05-20 00:00:00-04:00,0.036306593,0.036306593,0.03188831,0.03320178,178176000,0,0
1999-05-21 00:00:00-04:00,0.032723885,0.032723885,0.031529656,0.032485407,303504000,0,0
1999-05-24 00:00:00-04:00,0.032723901,0.033440255,0.031888306,0.032365266,162624000,0,0
1999-05-25 00:00:00-04:00,0.03248542,0.032963292,0.032246022,0.032604657,130080000,0,0
1999-05-26 00:00:00-04:00,0.032485407,0.034157508,0.032485407,0.032485407,104736000,0,0
1999-05-27 00:00:00-04:00,0.032723903,0.032723903,0.032246027,0.032246027,82320000,0,0
1999-05-28 00:00:00-04:00,0.032723898,0.032723898,0.032246022,0.032604657,88656000,0,0
1999-06-01 00:00:00-04:00,0.032485429,0.032723907,0.032007553,0.032723907,98544000,0,0
1999-06-02 00:00:00-04:00,0.032723898,0.032723898,0.031529669,0.031529669,130128000,0,0
1999-06-03 00:00:00-04:00,0.032365266,0.03260466,0.032007547,0.032365266,41568000,0,0
1999-06-04 00:00:00-04:00,0.032604657,0.032723898,0.032365263,0.032604657,78912000,0,0
1999-06-07 00:00:00-04:00,0.032783519,0.033440254,0.032723901,0.032963295,125136000,0,0
1999-06-08 00:00:00-04:00,0.033082535,0.034396005,0.032963294,0.033798888,153312000,0,0
1999-06-09 00:00:00-04:00,0.033918136,0.035112365,0.033918136,0.034396011,95184000,0,0
1999-06-10 00:00:00-04:00,0.034396009,0.034634488,0.034157528,0.034515247,36096000,0,0
1999-06-11 00:00:00-04:00,0.034515242,0.034634483,0.032604659,0.033798888,61008000,0,0
1999-06-14 00:00:00-04:00,0.033858492,0.033918114,0.03224601,0.032485407,51648000,0,0
1999-06-15 00:00:00-04:00,0.032485407,0.032723885,0.032007531,0.032485407,49296000,0,0
1999-06-16 00:00:00-04:00,0.032963284,0.034395994,0.032485412,0.033440243,64416000,0,0
1999-06-17 00:00:00-04:00,0.03320176,0.033679636,0.032485407,0.032485407,74928000,0,0
1999-06-18 00:00:00-04:00,0.032723902,0.032723902,0.031291194,0.031291194,158736000,0,0
1999-06-21 00:00:00-04:00,0.032246025,0.032963295,0.031380163,0.032963295,83472000,0,0
1999-06-22 00:00:00-04:00,0.032963295,0.032963295,0.031648909,0.032365266,193056000,0,0
1999-06-23 00:00:00-04:00,0.032007547,0.032963295,0.031648909,0.032963295,210912000,0,0
1999-06-24 00:00:00-04:00,0.033201778,0.033201778,0.032007549,0.032246027,115200000,0,0
1999-06-25 00:00:00-04:00,0.032007553,0.033082542,0.032007553,0.032723907,73536000,0,0
1999-06-28 00:00:00-04:00,0.033798893,0.033798893,0.032485426,0.03320178,109152000,0,0
1999-06-29 00:00:00-04:00,0.033679647,0.034037363,0.033201772,0.033560406,92688000,0,0
1999-06-30 00:00:00-04:00,0.034634485,0.036545984,0.033918132,0.036545984,269232000,0,0
1999-07-01 00:00:00-04:00,0.036545973,0.036545973,0.032723892,0.034634475,88992000,0,0
1999-07-02 00:00:00-04:00,0.035112364,0.037143104,0.03439601,0.037143104,224880000,0,0
1999-07-06 00:00:00-04:00,0.037500825,0.037500825,0.036784471,0.037262343,198096000,0,0
1999-07-07 00:00:00-04:00,0.03750082,0.03750082,0.036545984,0.036545984,63120000,0,0
1999-07-08 00:00:00-04:00,0.036784469,0.037978695,0.035590239,0.037381582,186048000,0,0
1999-07-09 00:00:00-04:00,0.03726235,0.04084504,0.03726235,0.040546943,211728000,0,0
1999-07-12 00:00:00-04:00,0.042995011,0.04418924,0.041322906,0.042397898,401040000,0,0
1999-07-13 00:00:00-04:00,0.042875757,0.043114238,0.040606539,0.042517122,138864000,0,0
1999-07-14 00:00:00-04:00,0.042517134,0.043472885,0.040606551,0.040845029,137952000,0,0
1999-07-15 00:00:00-04:00,0.041203661,0.042517127,0.04108442,0.04108442,137040000,0,0
1999-07-16 00:00:00-04:00,0.041800777,0.042278652,0.041084423,0.041920017,103872000,0,0
1999-07-19 00:00:00-04:00,0.042039259,0.042159415,0.040606551,0.040845029,43632000,0,0
1999-07-20 00:00:00-04:00,0.040845028,0.040845028,0.038695967,0.040128674,178752000,0,0
1999-07-21 00:00:00-04:00,0.039650793,0.039650793,0.03774021,0.038934439,112080000,0,0
1999-07-22 00:00:00-04:00,0.038695968,0.038695968,0.036784469,0.037143104,213264000,0,0
1999-07-23 00:00:00-04:00,0.037023863,0.038218092,0.037023863,0.037143104,80256000,0,0
1999-07-26 00:00:00-04:00,0.038097938,0.038097938,0.037262343,0.037262343,60528000,0,0
1999-07-27 00:00:00-04:00,0.037262341,0.037500823,0.036784469,0.037381582,98592000,0,0
1999-07-28 00:00:00-04:00,0.03726234,0.038456569,0.037143103,0.037978694,244224000,0,0
1999-07-29 00:00:00-04:00,0.037262339,0.038456569,0.037023861,0.038337331,388800000,0,0
1999-07-30 00:00:00-04:00,0.038337326,0.039412314,0.038218085,0.038456563,452304000,0,0
1999-08-02 00:00:00-04:00,0.038456555,0.03893443,0.038218077,0.038815193,313344000,0,0
1999-08-03 00:00:00-04:00,0.038815221,0.038815221,0.037500835,0.03785947,255216000,0,0
1999-08-04 00:00:00-04:00,0.038097948,0.038218105,0.037740229,0.03785947,89952000,0,0
1999-08-05 00:00:00-04:00,0.03785945,0.038456563,0.037262334,0.038456563,240576000,0,0
1999-08-06 00:00:00-04:00,0.038337326,0.038575804,0.038218085,0.038456563,183984000,0,0
